MatchDate,Opposition,Ground,Runs,Mins,Balls Faced,4s,6s,Strike Rate,Batting Position,Dismissal,Inns,Match,Year
25-Jan-00,Pakistan,Adelaide,41,69,46,5,0,89.13,1,caught,1,234,2000
21-Jan-00,Pakistan,Hobart,93,157,103,10,0,90.29,1,bowled,2,233,2000
14-Jan-00,Australia,Sydney,1,13,11,0,0,9.09,2,caught,1,232,2000
12-Jan-00,Australia,Melbourne,12,25,11,2,0,109.09,4,run out,2,231,2000
10-Jan-00,Pakistan,Brisbane,13,28,26,2,0,50,4,bowled,1,230,2000
17-Nov-99,New Zealand,Delhi,0,2,3,0,0,0,4,caught,2,229,1999
14-Nov-99,New Zealand,Guwahati,2,21,10,0,0,20,2,caught,2,228,1999
11-Nov-99,New Zealand,Gwalior,1,41,23,0,0,4.34,2,caught,1,227,1999
08-Nov-99,New Zealand,Hyderabad (Deccan),186,221,150,20,3,124,2,not out,1,226,1999
05-Nov-99,New Zealand,Rajkot,32,61,31,2,1,103.22,2,caught,2,225,1999
08-Sep-99,West Indies,Singapore,0,,6,0,0,0,1,caught,1,224,1999
07-Sep-99,West Indies,Singapore,40,97,65,6,0,61.53,1,caught,1,223,1999
04-Sep-99,Zimbabwe,Singapore,85,114,72,7,3,118.05,2,caught,1,222,1999
29-Aug-99,Sri Lanka,Colombo (SSC),120,191,141,11,2,85.1,1,caught,1,221,1999
25-Aug-99,Sri Lanka,Colombo (RPS),37,105,58,1,0,63.79,2,run out,1,220,1999
23-Aug-99,Australia,Galle,14,52,33,0,0,42.42,2,caught,1,219,1999
12-Jun-99,New Zealand,Nottingham,16,26,22,2,0,72.72,1,bowled,1,218,1999
08-Jun-99,Pakistan,Manchester,45,92,65,5,0,69.23,1,caught,1,217,1999
04-Jun-99,Australia,The Oval,0,5,4,0,0,0,2,caught,2,216,1999
29-May-99,England,Birmingham,22,49,40,2,0,55,4,caught,1,215,1999
26-May-99,Sri Lanka,Taunton,2,10,3,0,0,66.66,4,bowled,1,214,1999
23-May-99,Kenya,Bristol,140,114,101,16,3,138.61,4,not out,1,213,1999
15-May-99,South Africa,Hove,28,71,46,5,0,60.86,2,caught,1,212,1999
16-Jan-99,New Zealand,Auckland,5,27,12,1,0,41.66,1,lbw,2,211,1999
14-Jan-99,New Zealand,Wellington,45,68,42,2,2,107.14,2,stumped,1,210,1999
12-Jan-99,New Zealand,Napier,23,37,19,4,0,121.05,2,caught,2,209,1999
09-Jan-99,New Zealand,Taupo,0,10,5,0,0,0,2,caught,1,208,1999
13-Nov-98,Zimbabwe,Sharjah,124,140,92,12,6,134.78,2,not out,2,207,1998
11-Nov-98,Zimbabwe,Sharjah,11,33,12,2,0,91.66,2,caught,2,206,1998
09-Nov-98,Sri Lanka,Sharjah,18,57,28,2,0,64.28,1,caught,1,205,1998
08-Nov-98,Zimbabwe,Sharjah,118,173,112,14,2,105.35,2,not out,2,204,1998
06-Nov-98,Sri Lanka,Sharjah,3,15,6,0,0,50,2,caught,2,203,1998
31-Oct-98,West Indies,Dhaka,8,20,14,1,0,57.14,2,caught,1,202,1998
28-Oct-98,Australia,Dhaka,141,191,128,13,3,110.15,2,run out,1,201,1998
30-Sep-98,Zimbabwe,Harare,2,7,6,0,0,33.33,2,caught,2,200,1998
27-Sep-98,Zimbabwe,Bulawayo,29,33,21,4,1,138.09,1,caught,2,199,1998
26-Sep-98,Zimbabwe,Bulawayo,127,155,130,13,1,97.69,2,not out,2,198,1998
20-Sep-98,Pakistan,Toronto,77,157,109,9,0,70.64,2,caught,1,197,1998
07-Jul-98,Sri Lanka,Colombo (RPS),128,182,131,8,2,97.7,2,stumped,1,196,1998
03-Jul-98,New Zealand,Colombo (SSC),-1,-1,-1,-1,-1,-1,-1,-1,,195,1998
01-Jul-98,Sri Lanka,Colombo (SSC),17,28,16,4,0,106.25,2,caught,2,194,1998
23-Jun-98,New Zealand,Colombo (RPS),53,43,36,3,3,147.22,2,caught,2,193,1998
19-Jun-98,Sri Lanka,Colombo (RPS),65,79,50,9,0,130,2,caught,2,192,1998
31-May-98,Kenya,Kolkata,100,156,103,13,0,97.08,2,not out,2,191,1998
28-May-98,Kenya,Gwalior,18,33,25,2,0,72,2,caught,2,190,1998
25-May-98,Bangladesh,Mumbai,33,48,29,6,0,113.79,2,caught,2,189,1998
24-Apr-98,Australia,Sharjah,134,195,131,12,3,102.29,2,lbw,2,188,1998
22-Apr-98,Australia,Sharjah,143,187,131,9,5,109.16,2,caught,2,187,1998
20-Apr-98,New Zealand,Sharjah,38,93,58,2,0,65.51,1,run out,1,186,1998
19-Apr-98,Australia,Sharjah,80,136,72,9,0,111.11,2,caught,2,185,1998
17-Apr-98,New Zealand,Sharjah,40,62,41,5,1,97.56,1,caught,1,184,1998
14-Apr-98,Australia,Delhi,15,45,24,2,0,62.5,2,caught,1,183,1998
09-Apr-98,Zimbabwe,Cuttack,1,18,2,0,0,50,2,caught,1,182,1998
07-Apr-98,Australia,Kanpur,100,132,89,5,7,112.35,2,caught,2,181,1998
05-Apr-98,Zimbabwe,Vadodara,5,44,17,0,0,29.41,2,run out,1,180,1998
01-Apr-98,Australia,Kochi,8,21,11,1,0,72.72,2,caught,1,179,1998
18-Jan-98,Pakistan,Dhaka,41,,26,7,1,157.69,2,caught,2,178,1998
16-Jan-98,Pakistan,Dhaka,1,14,6,0,0,16.66,2,bowled,1,177,1998
14-Jan-98,Pakistan,Dhaka,95,104,78,6,5,121.79,2,bowled,2,176,1998
11-Jan-98,Pakistan,Dhaka,67,,44,11,0,152.27,2,stumped,1,175,1998
10-Jan-98,Bangladesh,Dhaka,54,104,76,4,0,71.05,4,caught,2,174,1998
28-Dec-97,Sri Lanka,Margao,6,23,13,0,0,46.15,3,caught,1,173,1997
25-Dec-97,Sri Lanka,Indore,-1,-1,-1,-1,-1,-1,-1,-1,,172,1997
22-Dec-97,Sri Lanka,Guwahati,82,110,86,6,0,95.34,4,not out,2,171,1997
16-Dec-97,West Indies,Sharjah,1,3,2,0,0,50,4,run out,2,170,1997
14-Dec-97,Pakistan,Sharjah,3,4,4,0,0,75,5,caught,1,169,1997
11-Dec-97,England,Sharjah,91,146,87,4,2,104.59,4,stumped,2,168,1997
02-Oct-97,Pakistan,Lahore,7,19,11,1,0,63.63,1,caught,1,167,1997
30-Sep-97,Pakistan,Karachi,21,24,18,2,1,116.66,1,caught,2,166,1997
28-Sep-97,Pakistan,Hyderabad (Sind),2,17,11,0,0,18.18,1,bowled,1,165,1997
21-Sep-97,Pakistan,Toronto,51,106,64,4,1,79.68,1,lbw,1,164,1997
20-Sep-97,Pakistan,Toronto,6,10,7,1,0,85.71,1,caught,2,163,1997
18-Sep-97,Pakistan,Toronto,0,26,10,0,0,0,4,caught,1,162,1997
17-Sep-97,Pakistan,Toronto,-1,-1,-1,-1,-1,-1,-1,-1,,161,1997
14-Sep-97,Pakistan,Toronto,25,66,45,3,0,55.55,4,not out,2,160,1997
13-Sep-97,Pakistan,Toronto,17,82,54,2,0,31.48,1,caught,1,159,1997
24-Aug-97,Sri Lanka,Colombo (SSC),39,41,32,3,2,121.87,1,caught,2,158,1997
23-Aug-97,Sri Lanka,Colombo (SSC),27,47,31,4,0,87.09,2,caught,1,157,1997
20-Aug-97,Sri Lanka,Colombo (RPS),6,4,6,1,0,100,1,lbw,1,156,1997
17-Aug-97,Sri Lanka,Colombo (RPS),27,55,28,3,0,96.42,1,caught,2,155,1997
26-Jul-97,Sri Lanka,Colombo (RPS),53,109,67,2,0,79.1,4,caught,1,154,1997
24-Jul-97,Bangladesh,Colombo (SSC),28,36,21,5,0,133.33,2,bowled,2,153,1997
20-Jul-97,Pakistan,Colombo (SSC),-1,-1,-1,-1,-1,-1,-1,-1,,152,1997
18-Jul-97,Sri Lanka,Colombo (RPS),21,49,28,3,0,75,1,bowled,1,151,1997
21-May-97,Pakistan,Chennai,4,10,7,1,0,57.14,1,caught,2,150,1997
17-May-97,Sri Lanka,Mumbai,2,19,4,0,0,50,2,caught,1,149,1997
14-May-97,New Zealand,Bangalore,117,188,137,13,2,85.4,2,bowled,2,148,1997
03-May-97,West Indies,Bridgetown,1,17,11,0,0,9.09,1,caught,1,147,1997
30-Apr-97,West Indies,Kingstown,9,22,15,1,0,60,1,bowled,2,146,1997
27-Apr-97,West Indies,Port of Spain,65,111,70,7,0,92.85,1,not out,2,145,1997
26-Apr-97,West Indies,Port of Spain,44,57,43,10,0,102.32,1,caught,1,144,1997
15-Feb-97,Zimbabwe,Bulawayo,13,18,15,0,1,86.66,2,caught,1,143,1997
13-Feb-97,South Africa,Durban,45,48,33,7,1,136.36,2,caught,2,142,1997
12-Feb-97,South Africa,Durban,32,55,27,6,0,118.51,2,caught,1,141,1997
09-Feb-97,Zimbabwe,Benoni,104,121,97,8,1,107.21,2,caught,2,140,1997
07-Feb-97,Zimbabwe,Centurion,41,81,56,1,1,73.21,4,caught,1,139,1997
04-Feb-97,South Africa,East London,14,34,24,2,0,58.33,3,caught,1,138,1997
02-Feb-97,South Africa,Port Elizabeth,1,14,14,0,0,7.14,4,bowled,1,137,1997
27-Jan-97,Zimbabwe,Paarl,6,8,8,1,0,75,1,caught,2,136,1997
23-Jan-97,South Africa,Bloemfontein,0,12,4,0,0,0,2,bowled,2,135,1997
14-Dec-96,South Africa,Mumbai,114,157,126,14,0,90.47,1,stumped,1,134,1996
06-Nov-96,South Africa,Mumbai,67,128,88,6,0,76.13,2,caught,1,133,1996
03-Nov-96,Australia,Mohali,62,,60,8,0,103.33,1,caught,1,132,1996
29-Oct-96,South Africa,Rajkot,28,55,38,5,0,73.68,1,lbw,1,131,1996
23-Oct-96,South Africa,Jaipur,64,133,93,3,0,68.81,2,caught,2,130,1996
21-Oct-96,Australia,Bangalore,88,189,111,9,0,79.27,2,lbw,2,129,1996
17-Oct-96,South Africa,Hyderabad (Deccan),11,20,8,2,0,137.5,2,caught,2,128,1996
23-Sep-96,Pakistan,Toronto,23,,44,0,1,52.27,2,run out,2,127,1996
21-Sep-96,Pakistan,Toronto,3,,9,0,0,33.33,2,caught,2,126,1996
18-Sep-96,Pakistan,Toronto,2,,13,0,0,15.38,2,caught,1,125,1996
17-Sep-96,Pakistan,Toronto,20,,23,3,0,86.95,2,caught,1,124,1996
16-Sep-96,Pakistan,Toronto,89,,89,9,3,100,2,not out,2,123,1996
06-Sep-96,Australia,Colombo (SSC),7,24,11,1,0,63.63,2,caught,1,122,1996
01-Sep-96,Zimbabwe,Colombo (SSC),40,60,46,8,0,86.95,2,caught,2,121,1996
28-Aug-96,Sri Lanka,Colombo (RPS),110,,138,5,1,79.71,2,run out,1,120,1996
26-May-96,England,Manchester,1,18,11,0,0,9.09,2,caught,1,119,1996
25-May-96,England,Leeds,6,26,19,0,0,31.57,2,run out,1,118,1996
23-May-96,England,The Oval,30,30,19,5,1,157.89,2,lbw,2,117,1996
19-Apr-96,South Africa,Sharjah,57,104,71,6,0,80.28,2,run out,2,116,1996
17-Apr-96,South Africa,Sharjah,17,32,26,2,0,65.38,2,caught,1,115,1996
15-Apr-96,Pakistan,Sharjah,118,,140,8,2,84.28,2,caught,1,114,1996
14-Apr-96,South Africa,Sharjah,2,23,15,0,0,13.33,2,caught,2,113,1996
12-Apr-96,Pakistan,Sharjah,1,,5,0,0,20,2,caught,2,112,1996
05-Apr-96,Pakistan,Singapore,100,,111,9,1,90.09,2,stumped,1,111,1996
03-Apr-96,Sri Lanka,Singapore,28,,31,3,1,90.32,1,caught,1,110,1996
13-Mar-96,Sri Lanka,Kolkata,65,96,88,9,0,73.86,1,stumped,2,109,1996
09-Mar-96,Pakistan,Bangalore,31,103,59,3,0,52.54,2,bowled,1,108,1996
06-Mar-96,Zimbabwe,Kanpur,3,10,12,0,0,25,1,bowled,1,107,1996
02-Mar-96,Sri Lanka,Delhi,137,198,137,8,5,100,2,run out,1,106,1996
27-Feb-96,Australia,Mumbai,90,124,84,14,1,107.14,2,stumped,2,105,1996
21-Feb-96,West Indies,Gwalior,70,137,91,8,0,76.92,2,run out,2,104,1996
18-Feb-96,Kenya,Cuttack,127,175,138,15,1,92.02,2,not out,2,103,1996
29-Nov-95,New Zealand,Mumbai (BS),1,14,4,0,0,25,2,bowled,2,102,1995
26-Nov-95,New Zealand,Nagpur,65,96,59,9,1,110.16,2,run out,2,101,1995
24-Nov-95,New Zealand,Pune,7,27,11,1,0,63.63,2,caught,2,100,1995
18-Nov-95,New Zealand,Amritsar,39,79,51,4,0,76.47,2,caught,2,99,1995
15-Nov-95,New Zealand,Jamshedpur,30,30,20,5,0,150,2,caught,1,98,1995
14-Apr-95,Sri Lanka,Sharjah,41,51,41,5,0,100,2,caught,2,97,1995
09-Apr-95,Sri Lanka,Sharjah,112,137,107,15,1,104.67,2,not out,2,96,1995
07-Apr-95,Pakistan,Sharjah,4,13,9,1,0,44.44,2,caught,2,95,1995
05-Apr-95,Bangladesh,Sharjah,48,37,30,9,1,160,2,bowled,2,94,1995
22-Feb-95,Australia,Dunedin,47,65,40,7,0,117.5,2,caught,2,93,1995
18-Feb-95,South Africa,Hamilton,37,75,51,3,1,72.54,2,caught,2,92,1995
16-Feb-95,New Zealand,Napier,13,30,15,3,0,86.66,2,caught,1,91,1995
11-Nov-94,West Indies,Jaipur,105,180,134,10,0,78.35,2,caught,1,90,1994
09-Nov-94,West Indies,Cuttack,88,147,112,10,0,78.57,2,bowled,2,89,1994
07-Nov-94,West Indies,Visakhapatnam,54,130,64,5,0,84.37,2,caught,1,88,1994
05-Nov-94,West Indies,Kolkata,66,101,68,8,0,97.05,2,caught,1,87,1994
03-Nov-94,New Zealand,Delhi,62,80,54,13,0,114.81,2,bowled,1,86,1994
30-Oct-94,West Indies,Kanpur,34,53,47,7,0,72.34,2,bowled,2,85,1994
28-Oct-94,New Zealand,Vadodara,115,184,136,9,3,84.55,2,run out,2,84,1994
23-Oct-94,West Indies,Chennai,8,28,24,0,0,33.33,3,caught,2,83,1994
20-Oct-94,West Indies,Mumbai,0,7,4,0,0,0,2,caught,2,82,1994
17-Oct-94,West Indies,Faridabad,0,3,4,0,0,0,2,caught,2,81,1994
17-Sep-94,Sri Lanka,Colombo (SSC),0,6,2,0,0,0,2,caught,2,80,1994
09-Sep-94,Australia,Colombo (RPS),110,186,130,8,2,84.61,2,bowled,1,79,1994
05-Sep-94,Sri Lanka,Colombo (RPS),6,13,5,0,0,120,2,caught,1,78,1994
04-Sep-94,Sri Lanka,Colombo (RPS),11,,16,2,0,68.75,2,not out,1,77,1994
22-Apr-94,Pakistan,Sharjah,24,59,26,4,0,92.3,2,caught,2,76,1994
19-Apr-94,Australia,Sharjah,6,12,7,1,0,85.71,2,caught,2,75,1994
15-Apr-94,Pakistan,Sharjah,73,96,64,10,3,114.06,2,caught,1,74,1994
13-Apr-94,United Arab Emirates,Sharjah,63,125,77,7,1,81.81,2,caught,1,73,1994
02-Apr-94,New Zealand,Christchurch,40,34,26,8,0,153.84,2,bowled,1,72,1994
30-Mar-94,New Zealand,Wellington,63,91,75,9,0,84,2,lbw,1,71,1994
27-Mar-94,New Zealand,Auckland,82,69,49,15,2,167.34,2,caught,2,70,1994
25-Mar-94,New Zealand,Napier,15,22,19,1,0,78.94,5,caught,2,69,1994
20-Feb-94,Sri Lanka,Jalandhar,52,83,63,3,0,82.53,5,run out,1,68,1994
18-Feb-94,Sri Lanka,Hyderabad (Deccan),11,25,18,0,0,61.11,5,not out,2,67,1994
15-Feb-94,Sri Lanka,Rajkot,1,10,5,0,0,20,5,caught,1,66,1994
27-Nov-93,West Indies,Kolkata,28,,43,2,0,65.11,5,not out,1,65,1993
24-Nov-93,South Africa,Kolkata,15,,31,3,0,48.38,5,caught,1,64,1993
22-Nov-93,South Africa,Mohali,3,,25,0,0,12,4,caught,1,63,1993
18-Nov-93,Zimbabwe,Indore,24,22,16,1,1,150,6,caught,1,62,1993
16-Nov-93,West Indies,Ahmedabad,2,,8,0,0,25,5,lbw,2,61,1993
07-Nov-93,Sri Lanka,Kanpur,26,,30,4,0,86.66,5,not out,2,60,1993
14-Aug-93,Sri Lanka,Moratuwa,25,,39,1,0,64.1,5,caught,1,59,1993
12-Aug-93,Sri Lanka,Colombo (RPS),15,,30,0,0,50,5,run out,2,58,1993
25-Jul-93,Sri Lanka,Colombo (RPS),21,,39,1,0,53.84,5,caught,1,57,1993
25-Mar-93,Zimbabwe,Pune,-1,-1,-1,-1,-1,-1,-1,-1,2,56,1993
22-Mar-93,Zimbabwe,Guwahati,8,8,6,0,0,133.33,5,not out,2,55,1993
19-Mar-93,Zimbabwe,Faridabad,3,16,9,0,0,33.33,5,caught,1,54,1993
05-Mar-93,England,Gwalior,34,42,30,2,1,113.33,5,caught,2,53,1993
04-Mar-93,England,Gwalior,5,7,6,1,0,83.33,5,bowled,2,52,1993
01-Mar-93,England,Jamshedpur,24,42,32,1,0,75,4,bowled,1,51,1993
26-Feb-93,England,Bangalore,3,7,6,0,0,50,4,caught,2,50,1993
21-Jan-93,England,Chandigarh,1,9,5,0,0,20,5,lbw,2,49,1993
18-Jan-93,England,Jaipur,82,116,81,6,1,101.23,5,not out,1,48,1993
19-Dec-92,South Africa,East London,21,,38,3,0,55.26,3,caught,2,47,1992
17-Dec-92,South Africa,Durban,23,,39,0,0,58.97,5,caught,2,46,1992
15-Dec-92,South Africa,Bloemfontein,32,,52,1,0,61.53,5,bowled,1,45,1992
13-Dec-92,South Africa,Johannesburg,21,,44,1,0,47.72,5,caught,1,44,1992
11-Dec-92,South Africa,Centurion,22,,24,2,0,91.66,5,caught,2,43,1992
09-Dec-92,South Africa,Port Elizabeth,10,,36,0,0,27.77,4,caught,1,42,1992
07-Dec-92,South Africa,Cape Town,15,,27,1,0,55.55,4,bowled,1,41,1992
25-Oct-92,Zimbabwe,Harare,39,92,56,7,0,69.64,4,caught,1,40,1992
15-Mar-92,South Africa,Adelaide,14,14,14,1,0,100,4,caught,1,39,1992
12-Mar-92,New Zealand,Dunedin,84,122,107,6,0,78.5,4,caught,1,38,1992
10-Mar-92,West Indies,Wellington,4,11,11,0,0,36.36,4,caught,1,37,1992
07-Mar-92,Zimbabwe,Hamilton,81,88,77,8,1,105.19,4,caught,1,36,1992
04-Mar-92,Pakistan,Sydney,54,91,62,3,0,87.09,5,not out,1,35,1992
01-Mar-92,Australia,Brisbane,11,19,19,1,0,57.89,4,caught,2,34,1992
28-Feb-92,Sri Lanka,Mackay,-1,-1,-1,-1,-1,-1,-1,-1,1,33,1992
22-Feb-92,England,Perth,35,51,44,5,0,79.54,4,caught,2,32,1992
20-Jan-92,Australia,Sydney,69,116,100,3,0,69,4,caught,2,31,1992
18-Jan-92,Australia,Melbourne,4,12,10,0,0,40,4,caught,2,30,1992
16-Jan-92,West Indies,Melbourne,57,118,88,2,0,64.77,4,not out,2,29,1992
14-Jan-92,Australia,Sydney,31,64,44,1,0,70.45,5,run out,1,28,1992
11-Jan-92,West Indies,Brisbane,77,157,127,5,0,60.62,4,caught,1,27,1992
15-Dec-91,Australia,Adelaide,21,38,35,3,0,60,4,caught,1,26,1991
14-Dec-91,West Indies,Adelaide,48,62,57,2,0,84.21,4,caught,1,25,1991
10-Dec-91,Australia,Hobart,57,111,107,3,0,53.27,4,caught,1,24,1991
08-Dec-91,Australia,Perth,36,79,65,3,0,55.38,4,caught,1,23,1991
06-Dec-91,West Indies,Perth,1,14,9,0,0,11.11,4,caught,1,22,1991
14-Nov-91,South Africa,New Delhi,1,,3,0,0,33.33,4,caught,1,21,1991
12-Nov-91,South Africa,Gwalior,4,,8,0,0,50,4,caught,1,20,1991
10-Nov-91,South Africa,Kolkata,62,,73,8,1,84.93,4,caught,2,19,1991
25-Oct-91,Pakistan,Sharjah,0,,1,0,0,0,5,lbw,2,18,1991
23-Oct-91,Pakistan,Sharjah,49,,38,3,2,128.94,5,caught,2,17,1991
22-Oct-91,West Indies,Sharjah,11,,27,1,0,40.74,5,not out,2,16,1991
19-Oct-91,West Indies,Sharjah,22,,27,3,0,81.48,5,run out,1,15,1991
18-Oct-91,Pakistan,Sharjah,52,,40,5,0,130,5,not out,1,14,1991
04-Jan-91,Sri Lanka,Kolkata,53,,70,2,0,75.71,4,lbw,2,13,1991
28-Dec-90,Sri Lanka,Cuttack,4,,11,0,0,36.36,5,lbw,2,12,1990
25-Dec-90,Bangladesh,Chandigarh,-1,-1,-1,-1,-1,-1,-1,-1,2,11,1990
08-Dec-90,Sri Lanka,Margao,30,,29,1,2,103.44,5,caught,1,10,1990
05-Dec-90,Sri Lanka,Pune,53,,41,7,1,129.26,5,bowled,2,9,1990
01-Dec-90,Sri Lanka,Nagpur,36,,22,3,2,163.63,5,bowled,1,8,1990
20-Jul-90,England,Nottingham,31,31,26,3,0,119.23,6,bowled,2,7,1990
18-Jul-90,England,Leeds,19,38,35,1,1,54.28,4,bowled,2,6,1990
27-Apr-90,Pakistan,Sharjah,20,,25,1,0,80,7,caught,2,5,1990
25-Apr-90,Sri Lanka,Sharjah,10,,12,0,0,83.33,5,run out,1,4,1990
06-Mar-90,New Zealand,Wellington,36,51,39,5,0,92.3,6,caught,1,3,1990
01-Mar-90,New Zealand,Dunedin,0,2,2,0,0,0,5,caught,2,2,1990
18-Dec-89,Pakistan,Gujranwala,0,,2,0,0,0,5,caught,2,1,1989
